date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:05:15	171/171	---MC-	200	added ('OK')	text/plain	date:Sun,%2012%20Jul%202026%2002:05:14%20GMT	https://dedeluxe.info/robots.txt		(from )
21:05:16	257317/257317	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jul%202026%2002:05:15%20GMT	https://dedeluxe.info/	C:/Users/TechnotesSRVR/Documents/GitHubSITES/dedeluxe.info/dedeluxe.info/dedeluxe.info/index.html	(from )
21:05:16	12796/12796	---M--	200	added ('OK')	text/css	etag:%2231fc-6565c4dea4118%22	https://dedeluxe.info/wp-content/plugins/kubio/static/fancybox/jquery.fancybox.min.css?ver=1783804304	C:/Users/TechnotesSRVR/Documents/GitHubSITES/dedeluxe.info/dedeluxe.info/dedeluxe.info/wp-content/plugins/kubio/static/fancybox/jquery.fancybox.minc680.css	(from https://dedeluxe.info/)
21:05:16	173985/173985	---M--	200	added ('OK')	text/css	etag:%222a7a1-6565c4de85cb3%22	https://dedeluxe.info/wp-content/plugins/kubio/build/block-library/style.css?ver=1783804304	C:/Users/TechnotesSRVR/Documents/GitHubSITES/dedeluxe.info/dedeluxe.info/dedeluxe.info/wp-content/plugins/kubio/build/block-library/stylec680.css	(from https://dedeluxe.info/)
21:05:16	28083/28083	---M--	200	added ('OK')	image/png	etag:%226db3-6565c4de99536%22	https://dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/circles.png	C:/Users/TechnotesSRVR/Documents/GitHubSITES/dedeluxe.info/dedeluxe.info/dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/circles.png	(from https://dedeluxe.info/)
21:05:17	396896/396896	---M--	200	added ('OK')	image/png	etag:%2260e60-6565c4de99536%22	https://dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/10degree-stripes.png	C:/Users/TechnotesSRVR/Documents/GitHubSITES/dedeluxe.info/dedeluxe.info/dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/10degree-stripes.png	(from https://dedeluxe.info/)
21:05:17	11005/11005	---M--	200	added ('OK')	image/png	etag:%222afd-6565c4de9d3b7%22	https://dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/rounded-squares-blue.png	C:/Users/TechnotesSRVR/Documents/GitHubSITES/dedeluxe.info/dedeluxe.info/dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/rounded-squares-blue.png	(from https://dedeluxe.info/)
21:05:17	42767/42767	---M--	200	added ('OK')	image/png	etag:%22a70f-6565c4de9c417%22	https://dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/many-rounded-squares-blue.png	C:/Users/TechnotesSRVR/Documents/GitHubSITES/dedeluxe.info/dedeluxe.info/dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/many-rounded-squares-blue.png	(from https://dedeluxe.info/)
21:05:17	7268/7268	---M--	200	added ('OK')	image/png	etag:%221c64-6565c4de9d3b7%22	https://dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/two-circles.png	C:/Users/TechnotesSRVR/Documents/GitHubSITES/dedeluxe.info/dedeluxe.info/dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/two-circles.png	(from https://dedeluxe.info/)
21:05:17	27792/27792	---M--	200	added ('OK')	image/png	etag:%226c90-6565c4de99536%22	https://dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/circles-2.png	C:/Users/TechnotesSRVR/Documents/GitHubSITES/dedeluxe.info/dedeluxe.info/dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/circles-2.png	(from https://dedeluxe.info/)
21:05:18	61860/61860	---M--	200	added ('OK')	image/png	etag:%22f1a4-6565c4de99536%22	https://dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/circles-3.png	C:/Users/TechnotesSRVR/Documents/GitHubSITES/dedeluxe.info/dedeluxe.info/dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/circles-3.png	(from https://dedeluxe.info/)
21:05:18	174634/174634	---M--	200	added ('OK')	image/png	etag:%222aa2a-6565c4de99536%22	https://dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/circles-gradient.png	C:/Users/TechnotesSRVR/Documents/GitHubSITES/dedeluxe.info/dedeluxe.info/dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/circles-gradient.png	(from https://dedeluxe.info/)
21:05:18	263201/263201	---M--	200	added ('OK')	image/png	etag:%2240421-6565c4de99536%22	https://dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/circles-white-gradient.png	C:/Users/TechnotesSRVR/Documents/GitHubSITES/dedeluxe.info/dedeluxe.info/dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/circles-white-gradient.png	(from https://dedeluxe.info/)
21:05:18	35762/35762	---M--	200	added ('OK')	image/png	etag:%228bb2-6565c4de9e357%22	https://dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/waves.png	C:/Users/TechnotesSRVR/Documents/GitHubSITES/dedeluxe.info/dedeluxe.info/dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/waves.png	(from https://dedeluxe.info/)
21:05:19	354573/354573	---M--	200	added ('OK')	image/png	etag:%225690d-6565c4de9d3b7%22	https://dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/waves-inverted.png	C:/Users/TechnotesSRVR/Documents/GitHubSITES/dedeluxe.info/dedeluxe.info/dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/waves-inverted.png	(from https://dedeluxe.info/)
21:05:19	91/91	---M--	200	added ('OK')	image/png	etag:%225b-6565c4de99536%22	https://dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/dots.png	C:/Users/TechnotesSRVR/Documents/GitHubSITES/dedeluxe.info/dedeluxe.info/dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/dots.png	(from https://dedeluxe.info/)
21:05:19	119/119	---M--	200	added ('OK')	image/png	etag:%2277-6565c4de9c417%22	https://dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/left-tilted-lines.png	C:/Users/TechnotesSRVR/Documents/GitHubSITES/dedeluxe.info/dedeluxe.info/dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/left-tilted-lines.png	(from https://dedeluxe.info/)
21:05:19	102/102	---M--	200	added ('OK')	image/png	etag:%2266-6565c4de9d3b7%22	https://dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/right-tilted-lines.png	C:/Users/TechnotesSRVR/Documents/GitHubSITES/dedeluxe.info/dedeluxe.info/dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/right-tilted-lines.png	(from https://dedeluxe.info/)
21:05:19	226532/226532	---M--	200	added ('OK')	image/png	etag:%22374e4-6565c4de9d3b7%22	https://dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/right-tilted-strips.png	C:/Users/TechnotesSRVR/Documents/GitHubSITES/dedeluxe.info/dedeluxe.info/dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/right-tilted-strips.png	(from https://dedeluxe.info/)
21:05:20	104067/104067	---M--	200	added ('OK')	image/png	etag:%2219683-6565c4de99536%22	https://dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/doodle.png	C:/Users/TechnotesSRVR/Documents/GitHubSITES/dedeluxe.info/dedeluxe.info/dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/doodle.png	(from https://dedeluxe.info/)
21:05:20	99649/99649	---M--	200	added ('OK')	image/png	etag:%2218541-6565c4de9a4d6%22	https://dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/falling-stars.png	C:/Users/TechnotesSRVR/Documents/GitHubSITES/dedeluxe.info/dedeluxe.info/dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/falling-stars.png	(from https://dedeluxe.info/)
21:05:20	177098/177098	---M--	200	added ('OK')	image/png	etag:%222b3ca-6565c4de9d3b7%22	https://dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/poly1.png	C:/Users/TechnotesSRVR/Documents/GitHubSITES/dedeluxe.info/dedeluxe.info/dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/poly1.png	(from https://dedeluxe.info/)
21:05:20	1906146/1906146	---M--	200	added ('OK')	image/png	etag:%221d15e2-6565c4de9c417%22	https://dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/grain.png	C:/Users/TechnotesSRVR/Documents/GitHubSITES/dedeluxe.info/dedeluxe.info/dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/grain.png	(from https://dedeluxe.info/)
21:05:21	200720/200720	---M--	200	added ('OK')	image/png	etag:%2231010-6565c4de9d3b7%22	https://dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/poly2.png	C:/Users/TechnotesSRVR/Documents/GitHubSITES/dedeluxe.info/dedeluxe.info/dedeluxe.info/wp-content/plugins/kubio/lib/shapes/header-shapes/poly2.png	(from https://dedeluxe.info/)
